method,missing_mode,missing_rate,repeat,rmse
14_AdaBoost,MCAR,0.5,4,0.44584036346424283
15_SVR_rbf,MCAR,0.5,4,0.44099725489204517
16_KNN回归_k3,MCAR,0.5,4,0.4159657897969779
17_KNN回归_k5,MCAR,0.5,4,0.41385809466698287
18_MLP神经网络,MCAR,0.5,4,0.46748406759200245
19_迭代插补_贝叶斯,MCAR,0.5,4,0.4925025170700935
20_迭代插补_随机树,MCAR,0.5,4,0.39169113616585555
01_均值填充,MCAR,0.5,5,0.527138840807291
02_中位数填充,MCAR,0.5,5,0.5265909177365483
03_KNN填充_k3,MCAR,0.5,5,0.5089793659307328
04_KNN填充_k5,MCAR,0.5,5,0.4868908237530728
05_线性回归,MCAR,0.5,5,0.49640546749128406
06_岭回归,MCAR,0.5,5,0.4969958982451183
07_Lasso,MCAR,0.5,5,0.5264302302082949
08_ElasticNet,MCAR,0.5,5,0.5103329841326013
09_贝叶斯岭回归,MCAR,0.5,5,0.5165328895114767
10_决策树,MCAR,0.5,5,0.42910663603686977
11_随机森林,MCAR,0.5,5,0.45019043295798805
12_极端随机树,MCAR,0.5,5,0.47153575387652386
13_GradientBoosting,MCAR,0.5,5,0.42714674851745904
14_AdaBoost,MCAR,0.5,5,0.5118204853057593
15_SVR_rbf,MCAR,0.5,5,0.5088368560605794
16_KNN回归_k3,MCAR,0.5,5,0.4700827943351617
17_KNN回归_k5,MCAR,0.5,5,0.47607596217179976
18_MLP神经网络,MCAR,0.5,5,0.5149408584972159
19_迭代插补_贝叶斯,MCAR,0.5,5,0.5040608916072671
20_迭代插补_随机树,MCAR,0.5,5,0.4487561860379243
01_均值填充,MAR,0.1,1,0.45156117149882163
02_中位数填充,MAR,0.1,1,0.4440796091205864
03_KNN填充_k3,MAR,0.1,1,0.3865194766247766
04_KNN填充_k5,MAR,0.1,1,0.36020804246617394
05_线性回归,MAR,0.1,1,0.48630287034279945
06_岭回归,MAR,0.1,1,0.4859875691385821
07_Lasso,MAR,0.1,1,0.4639609917623438
08_ElasticNet,MAR,0.1,1,0.4743013071719665
09_贝叶斯岭回归,MAR,0.1,1,0.48165842226423805
10_决策树,MAR,0.1,1,0.35725015900898605
11_随机森林,MAR,0.1,1,0.35934828002129304
12_极端随机树,MAR,0.1,1,0.3970538303128683
13_GradientBoosting,MAR,0.1,1,0.3612462335215569
14_AdaBoost,MAR,0.1,1,0.37203856602980573
15_SVR_rbf,MAR,0.1,1,0.42976215266475926
16_KNN回归_k3,MAR,0.1,1,0.3618874299038704
17_KNN回归_k5,MAR,0.1,1,0.3768664527826254
18_MLP神经网络,MAR,0.1,1,0.5025487229937601
19_迭代插补_贝叶斯,MAR,0.1,1,0.4831322857991859
20_迭代插补_随机树,MAR,0.1,1,0.43330046607536243
01_均值填充,MAR,0.1,2,0.524660621340058
02_中位数填充,MAR,0.1,2,0.5216394241575844
03_KNN填充_k3,MAR,0.1,2,0.39356559087228654
04_KNN填充_k5,MAR,0.1,2,0.42340759499856684
05_线性回归,MAR,0.1,2,0.5836025717199161
06_岭回归,MAR,0.1,2,0.5834175203803211
07_Lasso,MAR,0.1,2,0.5428411711722864
08_ElasticNet,MAR,0.1,2,0.5583139043839725
09_贝叶斯岭回归,MAR,0.1,2,0.5792242650583705
10_决策树,MAR,0.1,2,0.4527355817989859
11_随机森林,MAR,0.1,2,0.4448742979705128
12_极端随机树,MAR,0.1,2,0.49814530701165427
13_GradientBoosting,MAR,0.1,2,0.4203720372452986
14_AdaBoost,MAR,0.1,2,0.46184495517085933
15_SVR_rbf,MAR,0.1,2,0.48061174006668705
16_KNN回归_k3,MAR,0.1,2,0.6822304717777271
17_KNN回归_k5,MAR,0.1,2,0.5365281394810477
18_MLP神经网络,MAR,0.1,2,0.5367612413554462
19_迭代插补_贝叶斯,MAR,0.1,2,0.5786836953358384
20_迭代插补_随机树,MAR,0.1,2,0.5347732250171006
01_均值填充,MAR,0.1,3,0.267294435569456
02_中位数填充,MAR,0.1,3,0.26511652184778023
03_KNN填充_k3,MAR,0.1,3,0.35398676699102727
04_KNN填充_k5,MAR,0.1,3,0.36600536945566325
05_线性回归,MAR,0.1,3,0.30011747669242145
06_岭回归,MAR,0.1,3,0.29908646358572016
07_Lasso,MAR,0.1,3,0.27110825063603444
08_ElasticNet,MAR,0.1,3,0.2798451165034609
09_贝叶斯岭回归,MAR,0.1,3,0.2875876952141027
10_决策树,MAR,0.1,3,0.45048164219980524
11_随机森林,MAR,0.1,3,0.37717384359184103
12_极端随机树,MAR,0.1,3,0.4174317286943853
13_GradientBoosting,MAR,0.1,3,0.3872246706989445
14_AdaBoost,MAR,0.1,3,0.2944957763532334
15_SVR_rbf,MAR,0.1,3,0.373520999538547
16_KNN回归_k3,MAR,0.1,3,0.4042815470036112
17_KNN回归_k5,MAR,0.1,3,0.37643084086951356
18_MLP神经网络,MAR,0.1,3,0.2865810676762182
19_迭代插补_贝叶斯,MAR,0.1,3,0.2871499489954953
20_迭代插补_随机树,MAR,0.1,3,0.4404385563019366
01_均值填充,MAR,0.1,4,0.448783295747937
02_中位数填充,MAR,0.1,4,0.4465472602042191
03_KNN填充_k3,MAR,0.1,4,0.52144830296893
04_KNN填充_k5,MAR,0.1,4,0.4484213795122202
05_线性回归,MAR,0.1,4,0.40771547843350525
06_岭回归,MAR,0.1,4,0.40847498768864
07_Lasso,MAR,0.1,4,0.4326240086661073
08_ElasticNet,MAR,0.1,4,0.42149434488221116
09_贝叶斯岭回归,MAR,0.1,4,0.4205602131497317
10_决策树,MAR,0.1,4,0.4567483633822142
11_随机森林,MAR,0.1,4,0.4365439093641073
12_极端随机树,MAR,0.1,4,0.4230908422127897
13_GradientBoosting,MAR,0.1,4,0.4803111622015442
14_AdaBoost,MAR,0.1,4,0.3710828300587168
15_SVR_rbf,MAR,0.1,4,0.3947386820184963
16_KNN回归_k3,MAR,0.1,4,0.5171003645950646
17_KNN回归_k5,MAR,0.1,4,0.43946676274566376
18_MLP神经网络,MAR,0.1,4,0.4043472097763562
19_迭代插补_贝叶斯,MAR,0.1,4,0.4259894002278351
20_迭代插补_随机树,MAR,0.1,4,0.4045746296652349
01_均值填充,MAR,0.1,5,0.46935859199898916
02_中位数填充,MAR,0.1,5,0.47216944776449704
03_KNN填充_k3,MAR,0.1,5,0.36914255933292184
04_KNN填充_k5,MAR,0.1,5,0.32028340061763183
05_线性回归,MAR,0.1,5,0.42050415353432874
06_岭回归,MAR,0.1,5,0.42093166555273487
07_Lasso,MAR,0.1,5,0.44882996534937436
08_ElasticNet,MAR,0.1,5,0.43383748138119194
09_贝叶斯岭回归,MAR,0.1,5,0.4288797017305822
10_决策树,MAR,0.1,5,0.5000691213557665
11_随机森林,MAR,0.1,5,0.484076011048207
12_极端随机树,MAR,0.1,5,0.526361940160812
13_GradientBoosting,MAR,0.1,5,0.5265047436301002
14_AdaBoost,MAR,0.1,5,0.45349173977617574
15_SVR_rbf,MAR,0.1,5,0.44202995985444765
16_KNN回归_k3,MAR,0.1,5,0.5304001444968586
17_KNN回归_k5,MAR,0.1,5,0.4810993064348073
18_MLP神经网络,MAR,0.1,5,0.4712382385787525
19_迭代插补_贝叶斯,MAR,0.1,5,0.43316746786470606
20_迭代插补_随机树,MAR,0.1,5,0.5542673796775874
01_均值填充,MAR,0.2,1,0.4184485438669665
02_中位数填充,MAR,0.2,1,0.4272547255961649
03_KNN填充_k3,MAR,0.2,1,0.4390846619128304
04_KNN填充_k5,MAR,0.2,1,0.4034852435537318
05_线性回归,MAR,0.2,1,0.371271451530914
06_岭回归,MAR,0.2,1,0.37217965582115353
07_Lasso,MAR,0.2,1,0.39939640396500253
08_ElasticNet,MAR,0.2,1,0.3832728266659739
09_贝叶斯岭回归,MAR,0.2,1,0.3876561934498295
10_决策树,MAR,0.2,1,0.4248445584564868
11_随机森林,MAR,0.2,1,0.37797133120024207
12_极端随机树,MAR,0.2,1,0.40735596920274936
13_GradientBoosting,MAR,0.2,1,0.36303325180988144
14_AdaBoost,MAR,0.2,1,0.34927032110430395
15_SVR_rbf,MAR,0.2,1,0.388810553903777
16_KNN回归_k3,MAR,0.2,1,0.3823620899126022
17_KNN回归_k5,MAR,0.2,1,0.403712515526041
18_MLP神经网络,MAR,0.2,1,0.36685184024337625
19_迭代插补_贝叶斯,MAR,0.2,1,0.385962917714162
20_迭代插补_随机树,MAR,0.2,1,0.4563795641300212
01_均值填充,MAR,0.2,2,0.5599019928755319
02_中位数填充,MAR,0.2,2,0.5568559241472463
03_KNN填充_k3,MAR,0.2,2,0.38243152689292703
04_KNN填充_k5,MAR,0.2,2,0.35976706595074226
05_线性回归,MAR,0.2,2,0.49597161448320276
06_岭回归,MAR,0.2,2,0.497026232109305
07_Lasso,MAR,0.2,2,0.5564702569737381
08_ElasticNet,MAR,0.2,2,0.527070882667636
09_贝叶斯岭回归,MAR,0.2,2,0.5279822109712365
10_决策树,MAR,0.2,2,0.42356191366412366
11_随机森林,MAR,0.2,2,0.4213896122726918
12_极端随机树,MAR,0.2,2,0.5157976711899712
13_GradientBoosting,MAR,0.2,2,0.43349458854486145
14_AdaBoost,MAR,0.2,2,0.4162561690001576
15_SVR_rbf,MAR,0.2,2,0.483312764854674
16_KNN回归_k3,MAR,0.2,2,0.5105652790862439
17_KNN回归_k5,MAR,0.2,2,0.41363373904705286
18_MLP神经网络,MAR,0.2,2,0.48994230417330753
19_迭代插补_贝叶斯,MAR,0.2,2,0.5132030890809438
20_迭代插补_随机树,MAR,0.2,2,0.5509571138416103
01_均值填充,MAR,0.2,3,0.4768003832487158
02_中位数填充,MAR,0.2,3,0.47866849039177134
03_KNN填充_k3,MAR,0.2,3,0.4500809268318049
04_KNN填充_k5,MAR,0.2,3,0.42027338506017947
05_线性回归,MAR,0.2,3,0.47700001635015954
06_岭回归,MAR,0.2,3,0.47697552997097103
07_Lasso,MAR,0.2,3,0.4722822455489366
08_ElasticNet,MAR,0.2,3,0.4735844510605339
09_贝叶斯岭回归,MAR,0.2,3,0.47671078433109254
10_决策树,MAR,0.2,3,0.3638555712692709
11_随机森林,MAR,0.2,3,0.40043173509334673
12_极端随机树,MAR,0.2,3,0.43182963594078727
13_GradientBoosting,MAR,0.2,3,0.4168522261192343
14_AdaBoost,MAR,0.2,3,0.3477696642447491
15_SVR_rbf,MAR,0.2,3,0.4896752115648895
16_KNN回归_k3,MAR,0.2,3,0.46362511081289853
17_KNN回归_k5,MAR,0.2,3,0.4430070436757332
18_MLP神经网络,MAR,0.2,3,0.4580250706520989
19_迭代插补_贝叶斯,MAR,0.2,3,0.47955813870854935
20_迭代插补_随机树,MAR,0.2,3,0.44464337357652045
01_均值填充,MAR,0.2,4,0.42786556821080346
02_中位数填充,MAR,0.2,4,0.42573878609334215
03_KNN填充_k3,MAR,0.2,4,0.5189599110495415
04_KNN填充_k5,MAR,0.2,4,0.46197176881845375
05_线性回归,MAR,0.2,4,0.4468191887075914
06_岭回归,MAR,0.2,4,0.4464616945635497
07_Lasso,MAR,0.2,4,0.4289899961074314
08_ElasticNet,MAR,0.2,4,0.4352390732739469
09_贝叶斯岭回归,MAR,0.2,4,0.4421629267295613
10_决策树,MAR,0.2,4,0.3341638818643399
11_随机森林,MAR,0.2,4,0.380276690145522
12_极端随机树,MAR,0.2,4,0.38936278881363756
13_GradientBoosting,MAR,0.2,4,0.3701664635252686
14_AdaBoost,MAR,0.2,4,0.46550702128375904
15_SVR_rbf,MAR,0.2,4,0.42590335093131904
16_KNN回归_k3,MAR,0.2,4,0.46400997589004256
17_KNN回归_k5,MAR,0.2,4,0.3742062417854459
18_MLP神经网络,MAR,0.2,4,0.43786784878072993
19_迭代插补_贝叶斯,MAR,0.2,4,0.4438220401285708
20_迭代插补_随机树,MAR,0.2,4,0.37970511910350585
01_均值填充,MAR,0.2,5,0.3910993163110617
02_中位数填充,MAR,0.2,5,0.39037621571523273
03_KNN填充_k3,MAR,0.2,5,0.4073317664424482
04_KNN填充_k5,MAR,0.2,5,0.3764459969161898
05_线性回归,MAR,0.2,5,0.3919421416891174
06_岭回归,MAR,0.2,5,0.3918552545953428
07_Lasso,MAR,0.2,5,0.38854117520284853
08_ElasticNet,MAR,0.2,5,0.3897535704899445
09_贝叶斯岭回归,MAR,0.2,5,0.3912930273663102
10_决策树,MAR,0.2,5,0.3932783151670755
11_随机森林,MAR,0.2,5,0.36006204828075633
12_极端随机树,MAR,0.2,5,0.398238287232022
13_GradientBoosting,MAR,0.2,5,0.36410803651840856
14_AdaBoost,MAR,0.2,5,0.32201972723388766
15_SVR_rbf,MAR,0.2,5,0.36171506773276124
16_KNN回归_k3,MAR,0.2,5,0.3802140216768345
17_KNN回归_k5,MAR,0.2,5,0.30560284515214153
18_MLP神经网络,MAR,0.2,5,0.42372210767468677
19_迭代插补_贝叶斯,MAR,0.2,5,0.39501358779976387
20_迭代插补_随机树,MAR,0.2,5,0.40902806496160554
01_均值填充,MAR,0.3,1,0.45579575180421095
02_中位数填充,MAR,0.3,1,0.4575084170486875
03_KNN填充_k3,MAR,0.3,1,0.407866643332103
04_KNN填充_k5,MAR,0.3,1,0.38609658158302085
05_线性回归,MAR,0.3,1,0.4402299149715773
06_岭回归,MAR,0.3,1,0.4400725619588458
07_Lasso,MAR,0.3,1,0.4412550088830413
08_ElasticNet,MAR,0.3,1,0.437483137356699
09_贝叶斯岭回归,MAR,0.3,1,0.4399271893523418
10_决策树,MAR,0.3,1,0.4342945704842928
11_随机森林,MAR,0.3,1,0.4128818022439164
12_极端随机树,MAR,0.3,1,0.4546814087295866
13_GradientBoosting,MAR,0.3,1,0.4277500400545178
14_AdaBoost,MAR,0.3,1,0.3957431390920687
15_SVR_rbf,MAR,0.3,1,0.45222705291853565
16_KNN回归_k3,MAR,0.3,1,0.44187586726292055
17_KNN回归_k5,MAR,0.3,1,0.4329917702417004
18_MLP神经网络,MAR,0.3,1,0.4319916179954998
19_迭代插补_贝叶斯,MAR,0.3,1,0.4405460833429545
20_迭代插补_随机树,MAR,0.3,1,0.43228765912557215
01_均值填充,MAR,0.3,2,0.4687532284270634
02_中位数填充,MAR,0.3,2,0.47125102116270984
03_KNN填充_k3,MAR,0.3,2,0.3556075497720511
04_KNN填充_k5,MAR,0.3,2,0.3229722737856609
05_线性回归,MAR,0.3,2,0.44139919592568827
06_岭回归,MAR,0.3,2,0.4418951175849091
07_Lasso,MAR,0.3,2,0.45490127890917165
08_ElasticNet,MAR,0.3,2,0.44642806751270697
09_贝叶斯岭回归,MAR,0.3,2,0.44988094888076074
10_决策树,MAR,0.3,2,0.32075248955062124
11_随机森林,MAR,0.3,2,0.32724077964114684
12_极端随机树,MAR,0.3,2,0.3976567931033967
13_GradientBoosting,MAR,0.3,2,0.3872650187922957
14_AdaBoost,MAR,0.3,2,0.3176602267279623
15_SVR_rbf,MAR,0.3,2,0.3849279313901667
16_KNN回归_k3,MAR,0.3,2,0.4485203111999162
17_KNN回归_k5,MAR,0.3,2,0.32997874241957775
18_MLP神经网络,MAR,0.3,2,0.44708467148330183
19_迭代插补_贝叶斯,MAR,0.3,2,0.44055956503709653
20_迭代插补_随机树,MAR,0.3,2,0.4205992946330385
01_均值填充,MAR,0.3,3,0.3500218734872265
02_中位数填充,MAR,0.3,3,0.35101940072771665
03_KNN填充_k3,MAR,0.3,3,0.4753230144082057
04_KNN填充_k5,MAR,0.3,3,0.43678546104616495
05_线性回归,MAR,0.3,3,0.39737872221629783
06_岭回归,MAR,0.3,3,0.3966630606122439
07_Lasso,MAR,0.3,3,0.3643852518441528
08_ElasticNet,MAR,0.3,3,0.3770224837593798
09_贝叶斯岭回归,MAR,0.3,3,0.3890383268706385
10_决策树,MAR,0.3,3,0.39988666975350384
11_随机森林,MAR,0.3,3,0.39901888980862116
12_极端随机树,MAR,0.3,3,0.43303463160347255
13_GradientBoosting,MAR,0.3,3,0.40988241841857337
14_AdaBoost,MAR,0.3,3,0.38463888548608416
15_SVR_rbf,MAR,0.3,3,0.3452177008187501
16_KNN回归_k3,MAR,0.3,3,0.4147657406072535
17_KNN回归_k5,MAR,0.3,3,0.3318886877682408
18_MLP神经网络,MAR,0.3,3,0.3610526296879145
19_迭代插补_贝叶斯,MAR,0.3,3,0.3917153066892049
20_迭代插补_随机树,MAR,0.3,3,0.44680048952525986
01_均值填充,MAR,0.3,4,0.4875407681150184
02_中位数填充,MAR,0.3,4,0.48401942659557495
03_KNN填充_k3,MAR,0.3,4,0.5390705344524443
04_KNN填充_k5,MAR,0.3,4,0.48737588455147507
05_线性回归,MAR,0.3,4,0.43445975393185593
06_岭回归,MAR,0.3,4,0.4351583900827525
07_Lasso,MAR,0.3,4,0.4870408647499615
08_ElasticNet,MAR,0.3,4,0.4604516440244596
09_贝叶斯岭回归,MAR,0.3,4,0.4643719726576832
10_决策树,MAR,0.3,4,0.5080457150483344
11_随机森林,MAR,0.3,4,0.44293132373302957
12_极端随机树,MAR,0.3,4,0.48559067193186345
13_GradientBoosting,MAR,0.3,4,0.4595131420655013
14_AdaBoost,MAR,0.3,4,0.4415751739718178
15_SVR_rbf,MAR,0.3,4,0.4946652597067614
16_KNN回归_k3,MAR,0.3,4,0.5070068292126508
17_KNN回归_k5,MAR,0.3,4,0.44129503618066873
18_MLP神经网络,MAR,0.3,4,0.44399252519620047
19_迭代插补_贝叶斯,MAR,0.3,4,0.45344493245319983
20_迭代插补_随机树,MAR,0.3,4,0.4736901759329621
01_均值填充,MAR,0.3,5,0.39464535879731694
02_中位数填充,MAR,0.3,5,0.38981387256556266
03_KNN填充_k3,MAR,0.3,5,0.4488629004096593
04_KNN填充_k5,MAR,0.3,5,0.4218577785780381
05_线性回归,MAR,0.3,5,0.3852002080560794
06_岭回归,MAR,0.3,5,0.38528934741664633
07_Lasso,MAR,0.3,5,0.38031417994969635
08_ElasticNet,MAR,0.3,5,0.3770246436795132
09_贝叶斯岭回归,MAR,0.3,5,0.38619206532608785
10_决策树,MAR,0.3,5,0.3645434688278887
11_随机森林,MAR,0.3,5,0.4164065598711344
12_极端随机树,MAR,0.3,5,0.38673504317128915
13_GradientBoosting,MAR,0.3,5,0.42581588605936094
14_AdaBoost,MAR,0.3,5,0.4182915400524838
15_SVR_rbf,MAR,0.3,5,0.3534658973819045
16_KNN回归_k3,MAR,0.3,5,0.38234511048444286
17_KNN回归_k5,MAR,0.3,5,0.3639315944268815
18_MLP神经网络,MAR,0.3,5,0.37278623402269573
19_迭代插补_贝叶斯,MAR,0.3,5,0.38833934153626326
20_迭代插补_随机树,MAR,0.3,5,0.40996537940458916
01_均值填充,MAR,0.4,1,0.48438588769939395
02_中位数填充,MAR,0.4,1,0.47865205026226454
03_KNN填充_k3,MAR,0.4,1,0.47186070928932994
04_KNN填充_k5,MAR,0.4,1,0.4701442867622212
05_线性回归,MAR,0.4,1,0.48107136108566223
06_岭回归,MAR,0.4,1,0.4810849323842069
07_Lasso,MAR,0.4,1,0.47416360803668584
08_ElasticNet,MAR,0.4,1,0.47366048482948475
09_贝叶斯岭回归,MAR,0.4,1,0.4801716413070594
10_决策树,MAR,0.4,1,0.4445716827437343
11_随机森林,MAR,0.4,1,0.4321836273840538
12_极端随机树,MAR,0.4,1,0.4452568860934272
13_GradientBoosting,MAR,0.4,1,0.4878545124548459
14_AdaBoost,MAR,0.4,1,0.43987946539736067
15_SVR_rbf,MAR,0.4,1,0.45226622060381844
16_KNN回归_k3,MAR,0.4,1,0.4505589466903332
17_KNN回归_k5,MAR,0.4,1,0.43368759816300434
18_MLP神经网络,MAR,0.4,1,0.46324525415836837
19_迭代插补_贝叶斯,MAR,0.4,1,0.47346792369632074
20_迭代插补_随机树,MAR,0.4,1,0.46737298706403585
01_均值填充,MAR,0.4,2,0.49954963839823663
02_中位数填充,MAR,0.4,2,0.499314618922132
03_KNN填充_k3,MAR,0.4,2,0.4564986126706785
04_KNN填充_k5,MAR,0.4,2,0.4017574416272698
05_线性回归,MAR,0.4,2,0.49589088141305604
06_岭回归,MAR,0.4,2,0.4960093491936743
07_Lasso,MAR,0.4,2,0.4895664110592447
08_ElasticNet,MAR,0.4,2,0.48794959002224586
09_贝叶斯岭回归,MAR,0.4,2,0.49612265884497686
10_决策树,MAR,0.4,2,0.47198820349219184
11_随机森林,MAR,0.4,2,0.42823172846068613
12_极端随机树,MAR,0.4,2,0.4715842144880042
13_GradientBoosting,MAR,0.4,2,0.46458305598343774
14_AdaBoost,MAR,0.4,2,0.4506610927810638
15_SVR_rbf,MAR,0.4,2,0.4897126357725485
16_KNN回归_k3,MAR,0.4,2,0.5121809719302365
17_KNN回归_k5,MAR,0.4,2,0.4603943035631709
18_MLP神经网络,MAR,0.4,2,0.5149574108260402
19_迭代插补_贝叶斯,MAR,0.4,2,0.48942102633779183
20_迭代插补_随机树,MAR,0.4,2,0.47236709378950625
01_均值填充,MAR,0.4,3,0.47768202288977823
02_中位数填充,MAR,0.4,3,0.47417680131475043
03_KNN填充_k3,MAR,0.4,3,0.4572185641469527
04_KNN填充_k5,MAR,0.4,3,0.4034011873093162
05_线性回归,MAR,0.4,3,0.49832875062559984
06_岭回归,MAR,0.4,3,0.4966475160386095
07_Lasso,MAR,0.4,3,0.4748068887144428
08_ElasticNet,MAR,0.4,3,0.4815240714686266
09_贝叶斯岭回归,MAR,0.4,3,0.48828207669101265
10_决策树,MAR,0.4,3,0.43080753837919855
11_随机森林,MAR,0.4,3,0.41692973188888865
12_极端随机树,MAR,0.4,3,0.4359992720454277
13_GradientBoosting,MAR,0.4,3,0.41362187973244846
14_AdaBoost,MAR,0.4,3,0.4396394716453642
15_SVR_rbf,MAR,0.4,3,0.41741719751592865
16_KNN回归_k3,MAR,0.4,3,0.3625864750011664
17_KNN回归_k5,MAR,0.4,3,0.4176515661505221
18_MLP神经网络,MAR,0.4,3,0.46555424034336607
19_迭代插补_贝叶斯,MAR,0.4,3,0.5046213664552285
20_迭代插补_随机树,MAR,0.4,3,0.45107686431951294
01_均值填充,MAR,0.4,4,0.4741543063494444
02_中位数填充,MAR,0.4,4,0.473139116550626
03_KNN填充_k3,MAR,0.4,4,0.475878692239673
04_KNN填充_k5,MAR,0.4,4,0.49022824381342117
05_线性回归,MAR,0.4,4,0.44628751842777725
06_岭回归,MAR,0.4,4,0.44670752891666127
07_Lasso,MAR,0.4,4,0.4627081770891152
08_ElasticNet,MAR,0.4,4,0.4523600008302767
09_贝叶斯岭回归,MAR,0.4,4,0.45514981954163586
10_决策树,MAR,0.4,4,0.4052673567676604
11_随机森林,MAR,0.4,4,0.4368457620097746
12_极端随机树,MAR,0.4,4,0.47842392144390766
13_GradientBoosting,MAR,0.4,4,0.45049140441345337
14_AdaBoost,MAR,0.4,4,0.4216057528965072
15_SVR_rbf,MAR,0.4,4,0.4687289309011774
16_KNN回归_k3,MAR,0.4,4,0.47878615143538955
17_KNN回归_k5,MAR,0.4,4,0.4317577468251873
18_MLP神经网络,MAR,0.4,4,0.46776456000544314
19_迭代插补_贝叶斯,MAR,0.4,4,0.445803016897205
20_迭代插补_随机树,MAR,0.4,4,0.4867658532935565
01_均值填充,MAR,0.4,5,0.43785536360679433
02_中位数填充,MAR,0.4,5,0.4374372998952474
03_KNN填充_k3,MAR,0.4,5,0.4396143071009807
04_KNN填充_k5,MAR,0.4,5,0.40070781013841716
05_线性回归,MAR,0.4,5,0.45536875704242163
06_岭回归,MAR,0.4,5,0.45502136977791036
07_Lasso,MAR,0.4,5,0.43981676731242786
08_ElasticNet,MAR,0.4,5,0.44505308068160726
09_贝叶斯岭回归,MAR,0.4,5,0.4511986265642496
10_决策树,MAR,0.4,5,0.47429540419815003
11_随机森林,MAR,0.4,5,0.44556488899613655
12_极端随机树,MAR,0.4,5,0.4487763347638638
13_GradientBoosting,MAR,0.4,5,0.49117045619335603
14_AdaBoost,MAR,0.4,5,0.4507116034132571
15_SVR_rbf,MAR,0.4,5,0.47347898875345656
16_KNN回归_k3,MAR,0.4,5,0.4121105267803064
17_KNN回归_k5,MAR,0.4,5,0.4658837280784113
18_MLP神经网络,MAR,0.4,5,0.49809993792002694
19_迭代插补_贝叶斯,MAR,0.4,5,0.45540084696771255
20_迭代插补_随机树,MAR,0.4,5,0.4466008731622835
01_均值填充,MAR,0.5,1,0.4644597853595103
02_中位数填充,MAR,0.5,1,0.469065387387574
03_KNN填充_k3,MAR,0.5,1,0.47749814731686036
04_KNN填充_k5,MAR,0.5,1,0.41885164764086047
05_线性回归,MAR,0.5,1,0.5004407845194723
06_岭回归,MAR,0.5,1,0.49951692938320086
07_Lasso,MAR,0.5,1,0.46050871073907107
08_ElasticNet,MAR,0.5,1,0.4758128056799403
09_贝叶斯岭回归,MAR,0.5,1,0.4898851754328703
10_决策树,MAR,0.5,1,0.4451849349339712
11_随机森林,MAR,0.5,1,0.4648438291046351
12_极端随机树,MAR,0.5,1,0.4751135736622121
13_GradientBoosting,MAR,0.5,1,0.502710787471798
14_AdaBoost,MAR,0.5,1,0.4705165317646958
15_SVR_rbf,MAR,0.5,1,0.5062715870004084
16_KNN回归_k3,MAR,0.5,1,0.4361745663722491
17_KNN回归_k5,MAR,0.5,1,0.44691811101300183
18_MLP神经网络,MAR,0.5,1,0.5025345923559126
19_迭代插补_贝叶斯,MAR,0.5,1,0.48215857228975595
20_迭代插补_随机树,MAR,0.5,1,0.46369253054502446
01_均值填充,MAR,0.5,2,0.46463632985564407
02_中位数填充,MAR,0.5,2,0.4684925860425805
03_KNN填充_k3,MAR,0.5,2,0.459815571072474
04_KNN填充_k5,MAR,0.5,2,0.4621003224388389
05_线性回归,MAR,0.5,2,0.5467365724460442
06_岭回归,MAR,0.5,2,0.5452358728668882
07_Lasso,MAR,0.5,2,0.4862954123522632
08_ElasticNet,MAR,0.5,2,0.5115815732303514
09_贝叶斯岭回归,MAR,0.5,2,0.5358238265427684
10_决策树,MAR,0.5,2,0.45951796677487233
11_随机森林,MAR,0.5,2,0.4386000076015366
12_极端随机树,MAR,0.5,2,0.49717276756491946
13_GradientBoosting,MAR,0.5,2,0.4438373703903201
14_AdaBoost,MAR,0.5,2,0.4204079999585942
15_SVR_rbf,MAR,0.5,2,0.5347458823857125
16_KNN回归_k3,MAR,0.5,2,0.5140015759416604
17_KNN回归_k5,MAR,0.5,2,0.4984683650327266
18_MLP神经网络,MAR,0.5,2,0.4851752919745176
19_迭代插补_贝叶斯,MAR,0.5,2,0.5114582427756313
20_迭代插补_随机树,MAR,0.5,2,0.48889793785247204
01_均值填充,MAR,0.5,3,0.5088983554493332
02_中位数填充,MAR,0.5,3,0.506221176384514
03_KNN填充_k3,MAR,0.5,3,0.4369279480183247
04_KNN填充_k5,MAR,0.5,3,0.4099428252855604
05_线性回归,MAR,0.5,3,0.49400765265166924
06_岭回归,MAR,0.5,3,0.49407503389665663
07_Lasso,MAR,0.5,3,0.4949080992041446
08_ElasticNet,MAR,0.5,3,0.4915226032247811
09_贝叶斯岭回归,MAR,0.5,3,0.495950155430933
10_决策树,MAR,0.5,3,0.38988006037974327
11_随机森林,MAR,0.5,3,0.38373582541092965
12_极端随机树,MAR,0.5,3,0.4111982767789798
13_GradientBoosting,MAR,0.5,3,0.43613514947105986
14_AdaBoost,MAR,0.5,3,0.36300564235043503
15_SVR_rbf,MAR,0.5,3,0.4439715599044267
16_KNN回归_k3,MAR,0.5,3,0.4485322469104557
17_KNN回归_k5,MAR,0.5,3,0.43195810115317684
18_MLP神经网络,MAR,0.5,3,0.46153684220204816
19_迭代插补_贝叶斯,MAR,0.5,3,0.49383624436487
20_迭代插补_随机树,MAR,0.5,3,0.4337962406445903
01_均值填充,MAR,0.5,4,0.462063570992723
02_中位数填充,MAR,0.5,4,0.4558088602681768
03_KNN填充_k3,MAR,0.5,4,0.5291085063239389
04_KNN填充_k5,MAR,0.5,4,0.46270972552963807
